experience,country,education,languages,frameworks,company_size,salary_usd,salary_usd_before_cap
5,USA,High School,"C#, JavaScript","ASP.NET, Laravel",201-1000,120943.0,120943.0
23,USA,Bachelors,"Ruby, Rust","Laravel, Ruby on Rails",1001-5000,156390.0,156390.0
17,USA,Bachelors,"Rust, Swift","Laravel, Ruby on Rails",11-50,124561.0,124561.0
19,Germany,Masters,Ruby,"Express, React",5000+,123524.0,123524.0
1,UK,PhD,"PHP, Swift","Spring, Vue",51-200,77261.0,77261.0
30,USA,Bachelors,Unknown,Unknown,11-50,158352.0,158352.0
14,USA,Bachelors,"JavaScript, PHP","Flask, React",1-10,148348.0,148348.0
3,India,Bachelors,"C#, PHP","Django, Express",51-200,19833.0,19833.0
32,USA,Unknown,"Go, Rust","ASP.NET, Vue",11-50,184241.0,184241.0
32,Canada,Bachelors,"C#, Python","Express, Ruby on Rails",11-50,132548.0,132548.0
2,France,Masters,Unknown,"ASP.NET, Express",1001-5000,58135.0,58135.0
38,Germany,Bachelors,"Go, Rust","Express, Vue",1-10,180780.0,180780.0
17,Germany,Masters,Go,"Django, Express",1-10,140040.0,140040.0
17,USA,Masters,Rust,Unknown,1001-5000,130494.0,130494.0
30,Germany,Masters,Go,"Angular, ASP.NET",1-10,131283.0,131283.0
35,Germany,Bachelors,"C#, C++","Express, Flask",11-50,194771.0,194771.0
38,France,Masters,"C++, Java","Express, Flask",5000+,216430.0,216430.0
12,USA,Bachelors,Go,"Django, Vue",51-200,103659.0,103659.0
39,Canada,Masters,Unknown,Unknown,1001-5000,195540.0,195540.0
29,USA,Bachelors,"C#, Ruby","ASP.NET, Vue",51-200,144966.0,144966.0
6,Japan,Bachelors,"PHP, Python","Laravel, Spring",1001-5000,79445.0,79445.0
25,USA,Bachelors,C++,"React, Spring",1001-5000,170721.0,170721.0
10,India,Unknown,"C#, Rust","Express, Ruby on Rails",1-10,45701.0,45701.0
20,Germany,Masters,"Go, Swift","Angular, Ruby on Rails",201-1000,123448.0,123448.0
38,Australia,Some College,"Python, Rust","React, Ruby on Rails",1-10,176971.0,176971.0
25,USA,Bachelors,"Python, Ruby","Flask, Ruby on Rails",5000+,153602.0,153602.0
35,USA,Some College,"C++, JavaScript","Flask, Laravel",1-10,209282.0,209282.0
5,Germany,Bachelors,"C#, JavaScript","Express, Spring",11-50,65409.0,65409.0
20,USA,Masters,Python,"React, Vue",11-50,176391.0,176391.0
19,USA,Masters,Swift,Unknown,5000+,140571.0,140571.0
39,USA,Bachelors,Swift,"Django, Spring",1-10,208422.0,208422.0
22,Germany,Masters,"Java, Python","Express, React",1001-5000,152744.0,152744.0
14,India,Bachelors,"Java, JavaScript","Flask, Ruby on Rails",1001-5000,63843.0,63843.0
38,Canada,Bachelors,"Go, JavaScript","Angular, Flask",5000+,157093.0,157093.0
23,USA,Bachelors,"Java, Python","Flask, Vue",201-1000,190098.0,190098.0
20,India,Some College,"Python, Swift","React, Ruby on Rails",51-200,122868.0,122868.0
20,Germany,Bachelors,"C#, PHP",Unknown,5000+,127523.0,127523.0
22,Germany,Bachelors,"JavaScript, Ruby",Unknown,201-1000,132519.0,132519.0
14,USA,Masters,"C++, JavaScript",Angular,1-10,134067.0,134067.0
16,Japan,Bachelors,"PHP, Python",Unknown,11-50,101389.0,101389.0
0,Canada,Masters,"Java, PHP","Express, React",1001-5000,61172.0,61172.0
12,Japan,Bachelors,"Java, JavaScript","ASP.NET, Vue",51-200,102660.0,102660.0
12,Canada,Masters,"C#, Java","Django, Ruby on Rails",51-200,124866.0,124866.0
22,USA,Bachelors,"Go, Python",Express,201-1000,177584.0,177584.0
2,India,Masters,"C#, Go","Ruby on Rails, Spring",51-200,34430.0,34430.0
7,UK,Bachelors,"C++, Go","Express, Spring",5000+,109233.0,109233.0
3,Germany,Bachelors,"JavaScript, PHP",Unknown,1001-5000,66720.0,66720.0
32,Canada,Masters,"C#, Ruby","Angular, Express",1-10,140719.0,140719.0
18,USA,Bachelors,"C#, Ruby","Django, Ruby on Rails",51-200,147368.0,147368.0
30,Japan,Bachelors,Unknown,Unknown,1-10,130802.0,130802.0
29,USA,Some College,"Java, Python",Laravel,5000+,224984.0,224984.0
18,USA,Bachelors,"JavaScript, Python",Flask,51-200,129443.0,129443.0
36,Brazil,Bachelors,JavaScript,Unknown,201-1000,132423.0,132423.0
37,UK,Some College,"C#, PHP","Express, React",1-10,171014.0,171014.0
14,USA,Bachelors,"C#, PHP","Django, Express",5000+,141426.0,141426.0
35,India,Masters,"C#, C++","Angular, Django",1001-5000,123622.0,123622.0
39,Japan,Masters,"C++, Ruby","Django, Express",201-1000,180842.0,180842.0
39,USA,PhD,"Go, Ruby",Angular,201-1000,233999.0,233999.0
9,India,Some College,Unknown,"Flask, Ruby on Rails",11-50,34364.0,34364.0
20,India,Unknown,"C#, JavaScript","Angular, Express",1-10,87776.0,87776.0
30,USA,Masters,"Go, Swift","Angular, Express",5000+,197098.0,197098.0
1,Japan,Some College,Java,"Express, React",201-1000,61995.0,61995.0
9,UK,PhD,"Java, PHP","React, Spring",1-10,126336.0,126336.0
12,India,Bachelors,Unknown,"Express, Flask",51-200,58052.0,58052.0
2,UK,Bachelors,"Java, Rust","ASP.NET, Spring",51-200,57574.0,57574.0
1,Australia,Some College,"Go, Python","Flask, Vue",1001-5000,56703.0,56703.0
25,USA,Masters,"Java, Ruby","Ruby on Rails, Spring",11-50,187146.0,187146.0
27,USA,PhD,Unknown,"Flask, Ruby on Rails",1-10,195619.0,195619.0
6,India,Bachelors,Python,"Django, Ruby on Rails",201-1000,32950.0,32950.0
5,USA,PhD,"C#, Java",Unknown,51-200,145396.0,145396.0
33,Canada,Masters,"Java, Rust","ASP.NET, Vue",51-200,160814.0,160814.0
14,India,Masters,"Python, Swift","ASP.NET, Spring",11-50,61099.0,61099.0
25,USA,Masters,"JavaScript, Python",Unknown,5000+,202423.0,202423.0
8,India,Masters,"C++, Go","Flask, Ruby on Rails",1001-5000,54699.0,54699.0
0,India,Some College,Unknown,"Angular, Django",11-50,16571.0,16571.0
23,USA,Unknown,"JavaScript, Python",ASP.NET,1001-5000,137928.0,137928.0
8,UK,Masters,PHP,"Angular, Flask",1-10,99064.0,99064.0
34,UK,Bachelors,"C++, Java","Angular, Flask",51-200,170814.0,170814.0
31,USA,Bachelors,"Go, JavaScript",Flask,11-50,191061.0,191061.0
6,Australia,Masters,"Java, Ruby",Unknown,5000+,98819.0,98819.0
20,USA,Some College,"Go, Java",Unknown,201-1000,173782.0,173782.0
20,USA,Bachelors,"C#, Go","Angular, Django",5000+,221645.0,221645.0
36,USA,Bachelors,"PHP, Python","Angular, Express",1001-5000,170179.0,170179.0
14,USA,PhD,"C#, JavaScript","ASP.NET, Spring",1-10,150616.0,150616.0
26,USA,Some College,"C++, Ruby","Express, Laravel",11-50,180996.0,180996.0
34,France,Bachelors,Unknown,"Express, Flask",5000+,186526.0,186526.0
37,USA,Bachelors,"Ruby, Swift","Django, React",51-200,175228.0,175228.0
14,USA,Some College,"C#, JavaScript","ASP.NET, Spring",11-50,127948.0,127948.0
14,USA,Masters,"JavaScript, Swift","ASP.NET, Ruby on Rails",51-200,160521.0,160521.0
16,USA,Unknown,"Ruby, Swift",Unknown,5000+,151689.0,151689.0
37,Canada,Bachelors,"C++, Swift",React,11-50,204624.0,204624.0
20,UK,Bachelors,"Python, Rust","ASP.NET, Ruby on Rails",1001-5000,130837.0,130837.0
13,Germany,Masters,"C++, Java","Angular, Laravel",1001-5000,107949.0,107949.0
15,USA,Bachelors,"Go, Java","Express, Spring",11-50,131893.0,131893.0
11,Canada,Bachelors,"Go, Swift","Flask, Laravel",5000+,92841.0,92841.0
0,USA,High School,"Rust, Swift","Laravel, React",1001-5000,72285.0,72285.0
18,USA,Masters,"C#, PHP","React, Ruby on Rails",5000+,162946.0,162946.0
33,USA,Masters,"JavaScript, PHP","Django, Vue",11-50,211545.0,211545.0
20,France,Bachelors,"Go, JavaScript","ASP.NET, Ruby on Rails",5000+,77320.0,77320.0
20,USA,Bachelors,Unknown,"Django, Ruby on Rails",5000+,142609.0,142609.0
40,Germany,Some College,Unknown,Express,11-50,153643.0,153643.0
8,USA,Masters,"Go, Rust","Express, Vue",5000+,158363.0,158363.0
5,Germany,Masters,"Go, JavaScript","Django, Ruby on Rails",51-200,74676.0,74676.0
37,USA,Masters,"C#, Ruby","Django, Laravel",11-50,230677.0,230677.0
20,UK,Bachelors,"Ruby, Swift","Django, Spring",5000+,139610.0,139610.0
3,France,Masters,"C#, Python","Angular, Express",1-10,65911.0,65911.0
31,U.S.A.,Some College,Unknown,Express,51-200,157561.0,157561.0
38,Australia,Unknown,"Ruby, Swift","ASP.NET, Django",5000+,198078.0,198078.0
5,Singapore,Masters,"PHP, Python","ASP.NET, Flask",1001-5000,77257.0,77257.0
14,India,Masters,"Go, Swift","React, Ruby on Rails",201-1000,79321.0,79321.0
7,Japan,Bachelors,"C++, Swift","ASP.NET, Spring",5000+,97153.0,97153.0
15,Germany,Unknown,"Rust, Swift",Unknown,1001-5000,125418.0,125418.0
17,USA,Bachelors,"C#, Ruby","Laravel, React",201-1000,150347.0,150347.0
18,USA,Masters,"JavaScript, Python","Ruby on Rails, Spring",5000+,170398.0,170398.0
13,USA,Masters,"C++, Java","Express, Ruby on Rails",51-200,154657.0,154657.0
31,Australia,Some College,Unknown,"Django, Spring",1001-5000,125730.0,125730.0
37,USA,Bachelors,"Python, Rust","ASP.NET, Flask",11-50,182194.0,182194.0
36,UK,Bachelors,"C#, Java","Express, Vue",1-10,200236.0,200236.0
29,UK,Masters,"C#, Java","ASP.NET, Spring",11-50,179330.0,179330.0
34,Japan,Bachelors,"C#, Ruby","Angular, Spring",1-10,180388.0,180388.0
40,Singapore,Bachelors,Unknown,Unknown,1001-5000,183559.0,183559.0
17,Australia,Bachelors,Unknown,"Spring, Vue",51-200,109362.0,109362.0
8,USA,Bachelors,"C#, JavaScript","ASP.NET, Express",1001-5000,92462.0,92462.0
16,Canada,Bachelors,"Python, Rust","Express, Ruby on Rails",5000+,143585.0,143585.0
26,Brazil,High School,JavaScript,"Express, Flask",201-1000,114961.0,114961.0
17,USA,High School,"Go, JavaScript","Laravel, React",11-50,148421.0,148421.0
14,USA,High School,"C#, Swift",Express,5000+,122129.0,122129.0
22,Australia,Bachelors,"C#, Rust","Flask, Vue",11-50,110718.0,110718.0
4,USA,Some College,"Java, Rust",Unknown,201-1000,104767.0,104767.0
11,USA,Bachelors,"C#, Java","Django, Vue",11-50,136435.0,136435.0
29,Singapore,Masters,Go,"Django, Vue",1001-5000,159576.0,159576.0
30,UK,Some College,"Java, Swift","Angular, Flask",5000+,184894.0,184894.0
38,Australia,PhD,"C++, Go","Laravel, React",5000+,226929.0,226929.0
20,USA,Bachelors,"Ruby, Swift","ASP.NET, Vue",51-200,158461.0,158461.0
23,USA,Bachelors,"Go, Rust","Django, Express",1-10,186767.0,186767.0
24,Japan,Masters,"JavaScript, Rust",Unknown,1001-5000,120193.0,120193.0
14,India,High School,PHP,"Laravel, Ruby on Rails",201-1000,48991.0,48991.0
6,India,Masters,"C++, Ruby",Laravel,201-1000,50922.0,50922.0
27,Germany,Unknown,"C#, Go","Express, Ruby on Rails",5000+,192146.0,192146.0
31,USA,Bachelors,Java,"Laravel, Ruby on Rails",11-50,185422.0,185422.0
15,USA,Some College,"Ruby, Swift","Flask, Spring",1001-5000,144289.0,144289.0
31,Canada,Masters,"C#, C++","Django, Spring",11-50,185144.0,185144.0
34,Canada,Bachelors,Unknown,Unknown,11-50,156378.0,156378.0
5,USA,PhD,"PHP, Rust","Django, Flask",1001-5000,126713.0,126713.0
26,USA,Bachelors,Unknown,"Angular, Laravel",5000+,153457.0,153457.0
30,France,Bachelors,"Python, Ruby","Angular, ASP.NET",1001-5000,145925.0,145925.0
18,Germany,Masters,"Python, Swift","Angular, Laravel",1-10,148065.0,148065.0
9,USA,Bachelors,"JavaScript, PHP","Express, Spring",201-1000,135987.0,135987.0
14,USA,Bachelors,"C#, Rust","ASP.NET, Django",1001-5000,111895.0,111895.0
16,India,Bachelors,Unknown,"ASP.NET, Ruby on Rails",51-200,57912.0,57912.0
16,France,Bachelors,"Go, Java","ASP.NET, Spring",11-50,109877.0,109877.0
25,Canada,Unknown,"Rust, Swift","ASP.NET, Flask",5000+,146905.0,146905.0
34,Brazil,Unknown,"C++, PHP","Express, Laravel",1001-5000,149551.0,149551.0
35,Australia,Bachelors,"C#, Python","Angular, Ruby on Rails",51-200,131061.0,131061.0
15,France,Unknown,Unknown,"Angular, Flask",201-1000,107906.0,107906.0
0,India,Bachelors,"Java, Swift","ASP.NET, Vue",1001-5000,12702.0,12702.0
26,France,Bachelors,Unknown,React,1001-5000,110022.0,110022.0
39,USA,Some College,"Java, PHP","Angular, React",51-200,194095.0,194095.0
2,India,High School,"JavaScript, Swift","ASP.NET, Express",51-200,19408.0,19408.0
20,USA,Bachelors,"C++, Ruby",Unknown,1-10,103081.0,103081.0
10,Brazil,Bachelors,"C++, Ruby","ASP.NET, Ruby on Rails",201-1000,74521.0,74521.0
14,Australia,High School,"C#, C++",Unknown,1-10,106173.0,106173.0
6,Singapore,Bachelors,"C#, Python",Unknown,5000+,72215.0,72215.0
20,Germany,Bachelors,"C++, JavaScript","Django, React",201-1000,61904.0,61904.0
20,India,Bachelors,"Rust, Swift","Flask, Vue",11-50,42736.0,42736.0
14,USA,Masters,"JavaScript, Ruby",Unknown,51-200,150196.0,150196.0
40,India,Bachelors,"JavaScript, Rust","Angular, Laravel",11-50,160260.0,160260.0
7,Germany,Bachelors,"C#, Go","Flask, Spring",11-50,81922.0,81922.0
24,USA,PhD,"PHP, Python","Angular, Django",201-1000,195881.0,195881.0
24,USA,Bachelors,"C++, Swift","Angular, Django",1-10,132414.0,132414.0
31,USA,Bachelors,"JavaScript, Swift","Express, Vue",11-50,169786.0,169786.0
23,USA,Some College,"C#, JavaScript","Django, Vue",1001-5000,144219.0,144219.0
15,USA,Bachelors,"PHP, Rust","Flask, React",1001-5000,161711.0,161711.0
4,Germany,High School,"C++, Ruby","ASP.NET, Django",11-50,66564.0,66564.0
20,Australia,High School,"C#, Go",ASP.NET,51-200,90659.0,90659.0
20,Australia,Some College,"Ruby, Rust",Unknown,201-1000,96260.0,96260.0
18,USA,PhD,Unknown,Laravel,11-50,177929.0,177929.0
34,UK,Bachelors,Swift,"Angular, Ruby on Rails",201-1000,165725.0,165725.0
20,USA,Masters,"Ruby, Rust","Flask, Vue",201-1000,198336.0,198336.0
14,Canada,Masters,"PHP, Swift","Angular, Django",1-10,133400.0,133400.0
36,UK,Bachelors,Swift,"Angular, Flask",11-50,184697.0,184697.0
33,India,Bachelors,"C#, Python","Angular, ASP.NET",51-200,121528.0,121528.0
15,USA,High School,"Ruby, Rust","ASP.NET, Ruby on Rails",51-200,146466.0,146466.0
38,USA,Bachelors,"C#, JavaScript","Django, Laravel",5000+,259707.0,259707.0
30,USA,Bachelors,"C++, Python","Spring, Vue",1-10,160986.0,160986.0
20,UK,Some College,"Java, JavaScript","Django, Ruby on Rails",1001-5000,206557.0,206557.0
33,USA,Masters,"C++, JavaScript","Django, Laravel",1-10,189875.0,189875.0
13,USA,Bachelors,"PHP, Rust","Angular, ASP.NET",1001-5000,113736.0,113736.0
19,UK,Masters,Unknown,"Express, Flask",201-1000,146865.0,146865.0
2,France,Unknown,"JavaScript, PHP","Express, Laravel",1-10,61362.0,61362.0
20,Germany,Bachelors,"C#, Java","React, Ruby on Rails",5000+,117676.0,117676.0
20,India,Bachelors,"C++, Swift","ASP.NET, Spring",11-50,64592.0,64592.0
2,Japan,Masters,"Ruby, Swift","Express, Flask",1-10,72750.0,72750.0
6,USA,Bachelors,"C++, Swift","ASP.NET, Ruby on Rails",51-200,103894.0,103894.0
29,UK,Bachelors,"JavaScript, Ruby","Express, Flask",51-200,167414.0,167414.0
21,Canada,Masters,"C#, JavaScript","ASP.NET, Ruby on Rails",201-1000,116951.0,116951.0
12,UK,Bachelors,"Java, JavaScript","Flask, Laravel",51-200,97172.0,97172.0
5,USA,Bachelors,"C#, Ruby","Express, Laravel",1001-5000,125113.0,125113.0
8,Japan,Masters,C#,Unknown,1-10,84548.0,84548.0
32,Canada,Some College,"Go, JavaScript","ASP.NET, Vue",5000+,138050.0,138050.0
11,Japan,Masters,"JavaScript, Ruby",Angular,11-50,87788.0,87788.0
17,USA,Bachelors,"Java, Rust",Unknown,51-200,167843.0,167843.0
37,USA,Bachelors,"JavaScript, Swift","Django, Laravel",1-10,172302.0,172302.0
40,Germany,PhD,"C++, Go","ASP.NET, Express",11-50,167561.0,167561.0
20,Canada,Masters,"C++, Java","ASP.NET, Flask",1001-5000,149278.0,149278.0
11,Australia,Bachelors,"PHP, Ruby","ASP.NET, Vue",11-50,72056.0,72056.0
9,Germany,PhD,"C++, Rust","Laravel, Spring",201-1000,114108.0,114108.0
14,Canada,Bachelors,"Go, Rust",Unknown,5000+,97056.0,97056.0
23,India,Bachelors,"Go, JavaScript","ASP.NET, Spring",1-10,73819.0,73819.0
20,Canada,Bachelors,"Python, Ruby","Flask, Spring",1-10,114847.0,114847.0
4,Germany,Bachelors,"C++, Go","Spring, Vue",5000+,99910.0,99910.0
2,India,Bachelors,"C++, Rust","Angular, Flask",1001-5000,25179.0,25179.0
29,France,Bachelors,"JavaScript, Python","Angular, ASP.NET",11-50,128068.0,128068.0
17,UK,Masters,"Go, Ruby","ASP.NET, React",51-200,123740.0,123740.0
38,USA,Masters,"C#, Swift","Express, Laravel",5000+,202816.0,202816.0
27,India,Unknown,"PHP, Rust","Ruby on Rails, Spring",51-200,124270.0,124270.0
20,UK,Bachelors,"C++, Java","Laravel, React",1-10,82218.0,82218.0
10,India,Bachelors,"Go, Rust","ASP.NET, React",5000+,64173.0,64173.0
17,Canada,Bachelors,"PHP, Python","Express, Laravel",1-10,103334.0,103334.0
11,Japan,Some College,"C++, PHP","Flask, React",5000+,78789.0,78789.0
19,India,Masters,"C#, JavaScript","ASP.NET, Laravel",11-50,69757.0,69757.0
28,USA,Masters,"C++, Rust","ASP.NET, Spring",51-200,205809.0,205809.0
5,USA,Bachelors,"C#, Java",Unknown,5000+,111821.0,111821.0
19,Canada,Bachelors,"Python, Rust",Unknown,1-10,137133.0,137133.0
20,Australia,Masters,"Go, Ruby",React,11-50,137695.0,137695.0
10,Germany,Masters,"Go, JavaScript","Express, Spring",1001-5000,88320.0,88320.0
8,Australia,PhD,"Java, JavaScript","Express, Ruby on Rails",1-10,111964.0,111964.0
35,USA,Some College,"Java, Ruby","Express, Spring",201-1000,169961.0,169961.0
10,India,High School,"Java, Rust","Angular, Express",51-200,51554.0,51554.0
31,Canada,Bachelors,"PHP, Python","Spring, Vue",1001-5000,167240.0,167240.0
27,USA,Masters,"JavaScript, Rust",Laravel,5000+,218859.0,218859.0
18,USA,Bachelors,"C++, Rust",Angular,11-50,139643.0,139643.0
34,Germany,Bachelors,Go,"Angular, Flask",51-200,179273.0,179273.0
12,USA,Some College,PHP,"Flask, Vue",51-200,124587.0,124587.0
20,Japan,Masters,"JavaScript, Ruby","Django, Flask",11-50,143934.0,143934.0
40,Japan,Masters,"Go, Rust","Flask, Laravel",11-50,168221.0,168221.0
9,Japan,Bachelors,Swift,"Express, Vue",1001-5000,86408.0,86408.0
30,Canada,Bachelors,"Java, Python","Django, Spring",1001-5000,161387.0,161387.0
19,Canada,Bachelors,"C++, Ruby","Angular, ASP.NET",1001-5000,98747.0,98747.0
31,UK,Bachelors,"JavaScript, Swift","Flask, Vue",51-200,178470.0,178470.0
2,UK,Some College,"C#, C++","Express, Ruby on Rails",11-50,59881.0,59881.0
23,India,Bachelors,"C#, Java",Unknown,1-10,91143.0,91143.0
36,Singapore,Bachelors,"Java, PHP","Flask, Vue",5000+,204098.0,204098.0
8,India,Masters,"Go, Ruby","Express, Vue",1001-5000,42895.0,42895.0
23,Australia,PhD,Ruby,Unknown,5000+,177798.0,177798.0
11,France,Bachelors,"Python, Rust","Angular, Laravel",1-10,91445.0,91445.0
3,USA,Some College,"Python, Swift","Angular, Laravel",5000+,92603.0,92603.0
29,Germany,Masters,"PHP, Python","Angular, Laravel",201-1000,147077.0,147077.0
34,Singapore,Bachelors,"C#, Swift",Flask,5000+,137792.0,137792.0
39,Germany,Some College,"PHP, Python","Express, Ruby on Rails",11-50,160297.0,160297.0
20,USA,Bachelors,"PHP, Ruby","Express, Vue",5000+,173864.0,173864.0
34,France,Bachelors,"C#, C++","Ruby on Rails, Spring",11-50,131561.0,131561.0
29,India,Some College,C#,"Express, Flask",1001-5000,94991.0,94991.0
21,USA,Masters,"C#, Swift","Express, Spring",5000+,203176.0,203176.0
38,USA,PhD,"JavaScript, PHP","Angular, React",1001-5000,224087.0,224087.0
21,Japan,Unknown,Unknown,Django,11-50,121853.0,121853.0
20,USA,Masters,C#,React,11-50,106709.0,106709.0
37,USA,PhD,"C#, Java","Angular, Express",1001-5000,229938.0,229938.0
29,Germany,Bachelors,"JavaScript, Ruby","Django, Ruby on Rails",1-10,162087.0,162087.0
1,Germany,Bachelors,"Ruby, Swift","Django, Laravel",201-1000,58077.0,58077.0
0,USA,Some College,"Python, Rust","Laravel, Spring",201-1000,78507.0,78507.0
1,USA,Bachelors,"C++, Ruby","ASP.NET, React",11-50,86614.0,86614.0
20,Japan,Masters,"C#, Python","Express, React",1001-5000,64841.0,64841.0
7,India,Bachelors,"C++, Swift","Django, Spring",201-1000,36136.0,36136.0
6,UK,Some College,"Rust, Swift","ASP.NET, Flask",5000+,107759.0,107759.0
21,USA,Masters,"Java, Python","ASP.NET, Django",11-50,130805.0,130805.0
25,Japan,Masters,"Rust, Swift","Angular, Ruby on Rails",1-10,117346.0,117346.0
8,India,Some College,"Java, Python","Django, React",201-1000,33998.0,33998.0
9,Japan,Bachelors,"Python, Swift","Django, Spring",5000+,93300.0,93300.0
8,India,Unknown,"C++, Java","Django, Flask",201-1000,31516.0,31516.0
7,USA,Bachelors,Rust,Angular,5000+,107776.0,107776.0
11,Brazil,Bachelors,"Ruby, Rust","Express, Vue",1001-5000,70121.0,70121.0
30,Australia,Bachelors,"Ruby, Swift","Express, Ruby on Rails",11-50,117552.0,117552.0
10,USA,Bachelors,"Python, Rust","Flask, Ruby on Rails",5000+,134632.0,134632.0
3,Canada,Bachelors,Python,Spring,1001-5000,62179.0,62179.0
18,Germany,Bachelors,"Java, JavaScript","Flask, Vue",201-1000,266016.875,1386626.0
27,USA,High School,"C#, Java","ASP.NET, Vue",1001-5000,182486.0,182486.0
37,Canada,Bachelors,Swift,"Django, Ruby on Rails",11-50,170149.0,170149.0
30,Gb,Masters,"PHP, Python","Laravel, Vue",11-50,141379.0,141379.0
8,USA,Some College,Unknown,"ASP.NET, Flask",11-50,107683.0,107683.0
3,UK,Some College,"Java, PHP","Express, Spring",51-200,71671.0,71671.0
3,USA,Bachelors,"PHP, Ruby","Express, Ruby on Rails",51-200,80760.0,80760.0
20,Singapore,Some College,"Go, JavaScript","Django, Vue",1001-5000,88669.0,88669.0
25,UK,Unknown,"Python, Ruby","ASP.NET, React",1-10,112739.0,112739.0
29,USA,Bachelors,"PHP, Rust","Express, Spring",11-50,198139.0,198139.0
18,USA,High School,"Go, Python","Spring, Vue",201-1000,162503.0,162503.0
8,Germany,Bachelors,"C#, Python",Ruby on Rails,11-50,77735.0,77735.0
20,Germany,Bachelors,"Rust, Swift",Unknown,201-1000,105473.0,105473.0
5,USA,Masters,"Go, Swift","Ruby on Rails, Spring",5000+,108342.0,108342.0
20,Canada,Bachelors,"C#, Ruby","Laravel, Spring",5000+,86376.0,86376.0
20,USA,PhD,Rust,"Django, Flask",1-10,184800.0,184800.0
17,USA,Masters,"C++, Swift","Angular, Flask",1-10,122787.0,122787.0
12,De,Bachelors,"Java, Swift","ASP.NET, Ruby on Rails",5000+,106736.0,106736.0
37,UK,Masters,"C#, Java",Spring,51-200,151960.0,151960.0
20,USA,Masters,"PHP, Python","Ruby on Rails, Spring",51-200,222062.0,222062.0
19,USA,Unknown,"C++, PHP","Angular, Ruby on Rails",1001-5000,124235.0,124235.0
37,Germany,Some College,"C++, Ruby","React, Ruby on Rails",51-200,149478.0,149478.0
12,Canada,Bachelors,"Ruby, Swift","Angular, Laravel",1-10,82852.0,82852.0
27,Canada,Masters,"Go, Python","ASP.NET, Vue",201-1000,147958.0,147958.0
26,France,PhD,Unknown,"Angular, Ruby on Rails",51-200,149790.0,149790.0
29,USA,Masters,"C++, JavaScript","Laravel, React",1-10,178199.0,178199.0
34,India,Unknown,"Python, Swift","ASP.NET, Vue",5000+,129723.0,129723.0
20,Australia,Bachelors,"C++, Swift","Laravel, Spring",11-50,178620.0,178620.0
16,USA,Masters,"Go, Python","Laravel, Ruby on Rails",11-50,165113.0,165113.0
16,UK,Bachelors,"Java, PHP","ASP.NET, React",5000+,144964.0,144964.0
9,Japan,Bachelors,Unknown,"Flask, Ruby on Rails",201-1000,83197.0,83197.0
6,U.S.A.,Bachelors,"Python, Swift","Angular, Spring",5000+,124157.0,124157.0
16,India,Bachelors,"C#, Rust","Express, React",201-1000,62239.0,62239.0
31,USA,Unknown,Swift,Express,5000+,230983.0,230983.0
35,Japan,Masters,"C++, PHP","Django, Spring",1-10,158986.0,158986.0
1,USA,Unknown,"JavaScript, Ruby","Flask, Spring",1-10,100517.0,100517.0
20,USA,Masters,"C#, Go","ASP.NET, Flask",1-10,95790.0,95790.0
40,Australia,Bachelors,"Ruby, Swift",Unknown,51-200,193065.0,193065.0
25,Canada,Bachelors,"C++, JavaScript","Express, Vue",11-50,113209.0,113209.0
28,USA,Bachelors,"C#, Swift","Django, Ruby on Rails",1001-5000,189077.0,189077.0
36,USA,Bachelors,Rust,"Django, Flask",1001-5000,162949.0,162949.0
19,France,Masters,"C#, Ruby","ASP.NET, Laravel",11-50,95724.0,95724.0
6,USA,Masters,"Java, PHP","ASP.NET, Spring",1-10,104194.0,104194.0
24,Australia,Masters,Unknown,"Django, Express",11-50,124723.0,124723.0
2,USA,Bachelors,Unknown,"ASP.NET, Vue",51-200,88750.0,88750.0
34,USA,Masters,"Java, Swift","React, Vue",1-10,239939.0,239939.0
20,USA,Bachelors,"Rust, Swift","Flask, Spring",1-10,91351.0,91351.0
2,USA,Bachelors,Unknown,"Ruby on Rails, Spring",201-1000,92611.0,92611.0
31,Germany,Masters,"Go, Swift","Express, Laravel",5000+,173340.0,173340.0
26,Australia,Some College,"Go, Swift","React, Ruby on Rails",5000+,156547.0,156547.0
22,France,Bachelors,Ruby,"Django, Spring",11-50,266016.875,652512.0
12,UK,Some College,Unknown,"Laravel, Spring",11-50,107180.0,107180.0
4,Japan,Bachelors,"Go, Python","Flask, React",11-50,73852.0,73852.0
7,Japan,Bachelors,"C++, Ruby",React,11-50,66262.0,66262.0
38,Canada,Bachelors,"C#, JavaScript","Ruby on Rails, Spring",201-1000,201771.0,201771.0
6,USA,Bachelors,"C#, C++","Express, Flask",5000+,140106.0,140106.0
2,Canada,Bachelors,"Python, Swift","Laravel, Ruby on Rails",1-10,64724.0,64724.0
20,India,Masters,Swift,"Django, Spring",51-200,27934.0,27934.0
21,USA,Masters,"PHP, Ruby",Unknown,51-200,162817.0,162817.0
15,Japan,Masters,"PHP, Swift",Express,1001-5000,87160.0,87160.0
20,De,High School,Java,"Angular, Laravel",51-200,127150.0,127150.0
38,USA,Masters,Go,"Ruby on Rails, Spring",5000+,244378.0,244378.0
9,USA,Bachelors,"PHP, Rust",ASP.NET,1-10,128704.0,128704.0
0,USA,Bachelors,"C++, JavaScript","Angular, Spring",1-10,78308.0,78308.0
32,Brazil,Masters,"C#, Go",Vue,1-10,144092.0,144092.0
